"filename", "language", "Markdown", "Makefile", "HTML", "Go Module File", "CSS", "JavaScript", "Python", "Shell Script", "C++", "YAML", "Go Checksum File", "pip requirements", "Go", "Batch", "CMake", "C", "CMake Cache", "TypeScript", "comment", "blank", "total"
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/peg-parser/test-json-parser.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32, 110
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/peg-parser/test-json-serialization.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 29
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/peg-parser/test-python-dict-parser.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 78, 319
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/peg-parser/test-unicode.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 97, 447
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/peg-parser/tests.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 26
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/test-alloc.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 97, 609
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/test-arg-parser.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 38, 213
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/test-autorelease.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 25
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/test-backend-ops.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 7500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 496, 1530, 9526
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/test-backend-sampler.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 245, 1167
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/test-barrier.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 57, 237
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/test-c.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 4
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/test-chat-auto-parser.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 1473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 324, 1970
"/home/sachin-kumar/Desktop/coding/1/cpp/build/Release/_deps/llama-src/tests/test-chat-peg-parser.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 127, 984
